http_code|time_total|size|elapsed_ms|rate_headers
200|0.211717|94940|322|
200|0.277618|94940|399|
200|1.336718|94940|1449|
200|0.201198|94940|321|
200|0.230291|94940|350|
200|0.195854|95003|321|
200|0.209316|94940|333|
200|0.240066|94940|361|
200|0.203134|94940|329|
200|0.228487|95003|351|
